Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
f4e1828b-8926-38a1-a937-83e64481e114,aa682136-a4df-3942-9f50-e6fcee6c0b73,Ángela136 Sáenz811,F,GENERAL PRACTICE,501 CORDWAINER DRIVE,NORWELL,MA,020611630,42.1647071,-70.88149077838713,254,0
3680d588-f2d3-341f-be41-a432d5c4de96,5becf220-2978-3f33-bd38-9326947f85de,Thad495 Leannon79,M,GENERAL PRACTICE,240 LYNNFIELD STREET,PEABODY,MA,019605055,42.5141736,-70.97106354209534,707,0
36919f31-bccc-31b2-a4e0-aa472f528fc5,a58ec72a-cf43-3de5-88c1-de2fbec976a5,Blossom971 Bartoletti50,F,GENERAL PRACTICE,255 CENTRAL AVE,CHELSEA,MA,021503508,42.38804035,-71.02650270378646,6,0
e6f41170-78e2-395d-99eb-f201e1f4ef1b,03d0392a-7361-32b3-81c9-8c8ac985be00,Cameron381 Daniel959,F,GENERAL PRACTICE,280 WASHINGTON ST STE 204,BROOKLINE,MA,024451922,42.33302785,-71.1193506756953,905,0
e89c8bf7-983b-348e-a476-b18a672038bd,a418cf76-2ee3-3736-a752-29ee33e86015,Francene766 Kuhlman484,F,GENERAL PRACTICE,62 CENTER STREET,FAIRHAVEN,MA,027193823,41.63663425,-70.90101829397507,1,0
dd123c94-38cd-3407-a673-3d5616429771,2936ca90-6594-357d-be14-53fe0ab84dd1,Avis183 Ankunding277,F,GENERAL PRACTICE,11 TREMONT ST,KINGSTON,MA,023641231,42.00823215,-70.72984043580247,435,0
7e59463d-2042-3da4-a986-244f4bd876a6,77d67d58-b097-3309-a94c-abd49c432528,Martine382 Moore224,F,GENERAL PRACTICE,383 MILL ST,WORCESTER,MA,016022414,42.2618147,-71.85253220643622,3,0
07888001-48e0-3587-aafd-cf215a54020e,42d4b607-f14d-370a-818e-40965685776c,Arlen68 Hettinger594,M,GENERAL PRACTICE,3 WASHINGTON ST STE 220,NORTH EASTON,MA,023561034,42.0667665,-71.1036592,644,0
d0767d20-f752-3a71-9e13-b7b35df4790e,ab701a70-a658-340e-8f69-ee196a7d40c6,Bud153 Parisian75,M,GENERAL PRACTICE,484 RTE 134,WORCESTER,MA,016071728,42.2625621,-71.8018877,1609,0
b474f901-2c9f-351a-9007-ac8eafec6266,41e77ca4-b0d7-3c1d-ac88-4ae5a705913d,Wanita14 Pfeffer420,F,GENERAL PRACTICE,20 CLAFLIN STREET,MILFORD,MA,017573356,42.137601149999995,-71.51680334935877,33,0
77023102-b614-3dec-89da-cd3002bdc919,11ba6a26-59b4-3728-a268-6dc9929962b4,Angelic427 McCullough561,F,GENERAL PRACTICE,200 GOVERNORS AVENUE,MEDFORD,MA,021551644,42.42711615,-71.1121606632448,308,0
dc20b0a4-e3f2-3be1-b107-dc32f1933c15,af2d050e-91a7-3acb-8b27-0bf6a259645e,Cecila397 Bernhard322,F,GENERAL PRACTICE,57 CITY HALL AVE,GARDNER,MA,014402614,42.5760669,-71.9934081,90,0
fc8675c0-e3b7-33d3-ab0e-da115d699505,8a2e2731-3240-39d1-b4f0-cad14200937d,Carter549 Ritchie586,M,GENERAL PRACTICE,88 WASHINGTON ST,TAUNTON,MA,027802465,41.9062805,-71.09518121351795,25,0
8af65b1a-9a65-3459-8a52-aa48c170aeac,bee866be-d41f-3259-97b2-0e10331c6c16,Ángela136 Muro989,F,GENERAL PRACTICE,589 HIGHLAND AVE,NEEDHAM,MA,024942205,42.300873100000004,-71.22988027903574,3,0
454cb318-ae7e-3105-b615-de0e72b1a633,dcbd0460-9bcf-3e7d-a923-1d22bcc5a9bd,Troy560 Dooley940,F,GENERAL PRACTICE,279 DALTON AVENUE  SUITE B,PITTSFIELD,MA,012013500,42.4606344,-73.22185917597403,371,0
08ab3806-c543-31ae-a9ce-02dd31a840b8,88e28a1c-aad9-36d0-832b-b579ecb95c3d,Cherish740 Toy286,F,GENERAL PRACTICE,14 MANNING AVENUE,LEOMINSTER,MA,014535768,42.5253035,-71.7584413,1541,0
aace451b-0086-3592-b687-21bdebd6ca79,bd6cec50-10de-3696-940b-4022618764ab,Lynn917 Graham902,F,GENERAL PRACTICE,40 MARTIN ST,MELROSE,MA,021763607,42.457050550000005,-71.07494593157304,9,0
24c1e1b0-b671-389f-a253-33d2c41ad547,4cf79e95-2815-3a4c-a3b8-951fe548dd27,Tracey100 Champlin946,F,GENERAL PRACTICE,20 ELM ST,PITTSFIELD,MA,012016502,42.4458896,-73.2448206979669,4487,0
359597b1-3455-36ce-90b1-02363d15a50c,52ecddd8-42f6-35cc-88a5-cf474c02fb49,Cecil300 Fahey393,M,GENERAL PRACTICE,94 OBERY STREET,PLYMOUTH,MA,023602130,41.93725,-70.65503160208334,120,0
73586e36-35ce-3d60-88e1-520cbab817b3,05bcaa3e-aa5d-3b03-ba26-7e4d2e083681,Kurt412 Howe413,M,GENERAL PRACTICE,1 LOVE LN,SOUTH DENNIS,MA,026603445,41.699084799999994,-70.13271830347861,89,0
f05c35ce-cef6-3e6d-9bf6-849a61afe7eb,0c8cc36b-3025-37ad-b7ab-50ea3aeea5a8,Clifton91 Terry864,M,GENERAL PRACTICE,143 LONGWATER DRIVE,WEYMOUTH,MA,021902432,42.2212188,-70.9391625,336,0
019622bf-0c3c-39d7-8a74-6b234085a882,2b376b69-72ac-3d68-aceb-018e82b8fc8f,Lucas404 Klocko335,M,GENERAL PRACTICE,113 CENTRAL AVE,HYDE PARK,MA,021363021,42.26077065,-71.1187885119897,6,0
91bb9f3b-9ba6-3371-ac63-dffc3fb87fac,75f0d4cd-dbbb-3037-b6ad-2e99665728c7,Kim439 Friesen796,M,GENERAL PRACTICE,70 FULTON ST,BOSTON,MA,021091402,42.362439499999994,-71.05377386223965,697,0
d531b701-31ca-3154-b47a-56da467958a1,fa564970-fde4-332c-91d9-c0747b032d3e,María José279 Godínez202,F,GENERAL PRACTICE,34 SOUTH LINCOLN STREET,NATICK,MA,017606049,42.2731232,-71.3105334275248,18,0
af4b3eff-ceaa-32b5-b77d-30444789c386,babdf8a0-20ba-39e9-8e07-de3394e4f677,Julio255 Bins636,M,GENERAL PRACTICE,113 LOW ST,NEWBURYPORT,MA,019503540,42.809757,-70.89152,1,0
3e8a263a-cc69-3292-b493-f73e5bd26108,39104cad-5228-3e07-9b3e-3ad736b33d5d,Hilda552 Muller251,F,GENERAL PRACTICE,200 PROVIDENCE HWY,DEDHAM,MA,020261881,42.22214545274341,-71.18159060546684,402,0
174ff60d-bd52-3487-8040-ce6324954225,a3a72023-3f37-3d77-be82-62085a912993,Esteban536 Jiménez568,M,GENERAL PRACTICE,311 STATE STREET,SPRINGFIELD,MA,011051140,42.10500795,-72.58124154847081,168,0
3eef1791-e179-32c5-86dc-6bec08edd4a0,1311c44a-85cb-3aea-a143-e5d7892ced8b,Rudolf736 Reinger292,M,GENERAL PRACTICE,300 KENSINGTON AVE,SPRINGFIELD,MA,011071139,42.091896,-72.559437,938,0
28be0370-39c6-3328-b5b0-e529690dc130,1a40cadb-d382-3853-9975-8b74417f291b,Williams176 Kilback373,M,GENERAL PRACTICE,300 BROOKSBY VILLAGE DRIVE,PEABODY,MA,019601445,42.55186086054086,-70.97261268384547,86,0
446dbe99-6c16-32c4-bbbb-4ad7d9f8a5f7,4846e68f-845b-38e6-aa40-48196bf9ff0e,Carylon722 Corwin846,F,GENERAL PRACTICE,130 COLRAIN RD,GREENFIELD,MA,013019625,42.59140995,-72.62336230812821,18,0
2b6f0812-0107-392d-84b4-c8f6687bd248,667b46fe-0afa-3f70-a311-bbe3d52db050,Mickey576 Borer986,F,GENERAL PRACTICE,757 BOSTON POST RD,WORCESTER,MA,016071728,42.231371,-72.165386,558,0
530fcce7-996e-3b60-b1c7-6043ce46be9a,0ff7cb48-0c93-31cf-9442-0b034084d588,Rodrick370 Kreiger457,M,GENERAL PRACTICE,2 BEAUMONT AVE,BROCKTON,MA,023023302,42.0835203,-70.98856021035954,8,0
22ca27a3-7a27-3ce9-b82b-006f5d6aa4d5,a4af40b8-0ddb-34bb-ae4a-95a17e9ad6f3,Cristopher265 Heaney114,M,GENERAL PRACTICE,100 MYLES STANDISH BOULEVARD  SUITE 103,TAUNTON,MA,027807340,41.948930849999996,-71.14141318475193,59,0
e0dc3657-69f2-39f7-8786-397b0c897e8a,009f87f0-4bb6-350c-ba41-0b3235a7ca43,Delbert384 Tromp100,M,GENERAL PRACTICE,277 ELLIOT ST,NEWTON UPPER FALLS,MA,024641201,42.3134306,-71.2206105,16,0
3700aabb-affb-3895-949d-6aa8f0e07574,9a9bf61e-44d3-32fd-a027-7138369b1716,Sharen57 Weissnat378,F,GENERAL PRACTICE,194 ROCKDALE AVE,WEYMOUTH,MA,021882519,42.2212188,-70.9391625,420,0
f8418408-6683-3099-970e-4704200025b2,f945589f-88aa-366b-9e9d-2418d091112d,Azzie965 Ziemann98,F,GENERAL PRACTICE,105 ERDMAN WAY,LEOMINSTER,MA,014531805,42.54685255,-71.75737313871981,555,0
b38869d9-daf2-38d5-8337-b775efbbe63a,775df862-d2d1-3a68-9814-043f6aa6ea66,Rueben647 Barrows492,M,GENERAL PRACTICE,770 CONVERSE ST,LONGMEADOW,MA,011061719,42.0639853,-72.5521444,7,0
22399564-96c9-37ac-ad54-5247059faaee,fe675917-7b09-3afd-a6e6-128cc4de4734,Chery887 Kohler843,F,GENERAL PRACTICE,319A ALLSTON STREET,BRIGHTON,MA,021357652,42.345093,-71.139804,275,0
adacf612-047f-34a0-a1cc-14c3bb35cc35,bdc3ee76-9cf3-316d-b202-a8da1ea3fa20,Harland508 Rippin620,M,GENERAL PRACTICE,130 RUMFORD AVENUE  SUITE 211,AUBURNDALE,MA,024661370,42.35853505,-71.24125521214887,329,0
994172be-a80a-3af0-95a5-b0476a84bc0f,8447e2c7-df8d-3e1f-9d88-b67dcca2bcb6,Tristan353 Baumbach677,M,GENERAL PRACTICE,22 HILLSIDE AVE,GROTON,MA,014501284,42.61232115,-71.5798529093222,8,0
37574311-2591-364c-a6fd-2212e51589b1,5d4da50c-8593-304f-b266-57d8f7d634a2,Hugh686 Klein929,M,GENERAL PRACTICE,250 SHEARER ST,PALMER,MA,010691428,42.168634600000004,-72.33353526811578,70,0
ef836733-d283-31db-b2fb-66dccc9c4fa6,7f08f09e-c5f7-38cd-83ba-ddafedd88a13,Shayne60 Pacocha935,M,GENERAL PRACTICE,133 SALEM ST,REVERE,MA,021511114,42.43833805,-71.01730877599738,17,0
79b323d7-7080-316f-b5ff-6762d225d3de,8f0ec876-22d3-3986-892e-4c2052d0fffa,Edwardo860 Harris789,M,GENERAL PRACTICE,94 SUMMER ST,FITCHBURG,MA,014205761,42.57835885,-71.78584786190521,6,0
0ebff478-9ad4-3054-8b12-4cee9294d02c,643eac8e-1620-3b6a-b9f3-664b003d22cd,Frederick289 Kiehn525,M,GENERAL PRACTICE,34 GIFFORD ST,NEW BEDFORD,MA,027442610,41.6177929,-70.91890087055067,73,0
5513e191-cb16-3a61-bc01-2471d8199e43,8e3ca57f-6f74-3d61-9803-ab1424290216,Concha418 Mann644,F,GENERAL PRACTICE,89 MORTON STREET,ANDOVER,MA,018102036,42.6551409,-71.12857340697036,24,0
2ebb9693-ed88-39fe-95b9-073184d2ee98,6296da2f-8240-362e-99ec-557668593a48,Alvin56 Hodkiewicz467,M,GENERAL PRACTICE,90 MAIN ST,LEOMINSTER,MA,014535521,42.52890385,-71.75820035057497,31,0
d0aa1a8e-6251-39f2-b6ad-d64f6b4890fd,8f4d4f0b-9c98-33e1-b649-c304f3a4c431,Margeret29 Johnson679,F,GENERAL PRACTICE,25 ORIOL DR,WORCESTER,MA,016051911,42.29596775,-71.7668897446588,1,0
9d8f55b0-d283-389d-b19c-ff5d1cc3dd1f,5fcff9db-16e4-3e56-aa78-abbc16338097,Margene509 Schamberger479,F,GENERAL PRACTICE,295 VARNUM AVE,WESTFORD,MA,018863513,42.5792583,-71.4378411,11702,0
4b0480b5-0408-33c9-8f75-6a9423ba7868,fa09396a-2926-3b21-ad0c-9f6cabbce0eb,Moshe758 Bartoletti50,M,GENERAL PRACTICE,1210 BOSTON PROVIDENCE TPKE,NORWOOD,MA,020625061,42.1714075,-71.1951186,514,0
4403f063-b424-3b51-912e-7d08a711984f,40c01d75-1542-3e0b-8e5f-78d3031beba1,Daysi106 Reynolds644,F,GENERAL PRACTICE,505 PARADISE RD,SALEM,MA,019704267,42.485927,-70.900301,1825,0
ae80ea10-2410-34e1-a67f-8869f0c5abc2,84abfbd5-41c1-3df4-9b31-7ca93cb2309a,Cole117 Block661,M,GENERAL PRACTICE,85 HERRICK ST,BEVERLY,MA,019151790,42.56415055,-70.8751357650672,850,0
85534d67-a814-3078-9f0d-3c514184dcca,2617efb0-1afe-3c9c-afbe-2ca94f9c198c,Adrienne302 Jast432,F,GENERAL PRACTICE,140 WOOD RD,WEYMOUTH,MA,021901338,42.2212188,-70.9391625,406,0
7485abd5-2944-3c4c-ab1c-f40253a3c092,1ddd51d1-7297-3c3b-bad5-98aecd5e4a79,Dinah304 Kub800,F,GENERAL PRACTICE,127 CAMBRIDGE STREET  SUTIE #2B,BURLINGTON,MA,018033735,42.50188325,-71.19559351572005,7,0
61698a7d-84b2-34ea-a73a-d259d12b50a2,4cb90b5f-734d-322f-a2f2-776824e1ce35,Lesha323 Emard19,F,GENERAL PRACTICE,770 CONVERSE STREET,LONGMEADOW,MA,011061719,42.0639853,-72.5521444,27,0
516e9804-9c1b-3316-8a69-9421846fb20a,93c3d861-e05d-33b9-91eb-1768470229d7,Garret233 Thiel172,M,GENERAL PRACTICE,10 CENTENNIAL DR,PEABODY,MA,019607938,42.5261827,-70.9529896,6071,0
bcd665ad-ce23-333d-abbc-d5d8d240837f,2e1eaaf1-ebb0-332c-8921-f48e15b91879,Tambra47 Nolan344,F,GENERAL PRACTICE,2 SEAPORT DRIVE,QUINCY,MA,021711599,42.29287335,-71.03019020136307,146,0
9d746a0f-b43e-3e80-9b3b-23d60e448888,c272e12f-e154-3fee-b05d-b7c0cab2657d,Shasta644 King743,F,GENERAL PRACTICE,800 WASHINGTON ST,NORWOOD,MA,020623487,42.1886973,-71.2005241,5724,0
4d111ec7-5565-315a-9517-5dedf0c94514,ca1c0a76-f601-3a1c-a448-689cd3d56bb1,Livia401 Rippin620,F,GENERAL PRACTICE,96 FOREST STREET,PEABODY,MA,019603907,42.528469349999995,-70.95557442492182,173,0
7584a66e-1a91-334a-9659-49d26f5b73d8,8d0f0e66-b1dc-37fd-8b4e-0dcb6b3b446e,Gloria696 Ruiz676,F,GENERAL PRACTICE,200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,2458,0
1a6c8b3f-9047-3c61-a78e-496364a31a33,b66db758-a205-3227-9cfb-bf19d2c1962d,Jamal145 Stroman228,M,GENERAL PRACTICE,121 HARVARD AVENUE  2ND FL,ALLSTON,MA,021342702,42.35241825,-71.13220132573996,233,0
9650554b-9f56-3ae4-a80a-313991f40d17,b99b7849-2b53-33fb-8ce2-e3a95f17ae51,Bee658 Pouros728,F,GENERAL PRACTICE,910 BOSTON POST ROAD SUITE 320,MARLBOROUGH,MA,017523761,42.355106,-71.47654,3,0
3103f055-381f-3af3-9483-c53132f18e23,f6a306cf-7bd6-35f4-a6b7-2d07d273914c,Ariel183 Von197,M,GENERAL PRACTICE,63 FOUNTAIN ST STE 402,FRAMINGHAM,MA,017026280,42.27595495,-71.42631150114194,65,0
fb7160e9-5b53-35fe-8cfa-a457d62cccc8,e49b692f-cccc-3cd5-93df-6db63dfc3e4a,Rolland302 Lemke654,M,GENERAL PRACTICE,1250 HANCOCK ST STE 104N,QUINCY,MA,02169,42.2517569,-71.0033967,66,0
dfbae372-f9c8-3b2f-b403-6d1e00889d9f,32fcdfba-8c93-30f4-b15b-dd3b65c29deb,Sparkle906 Bernhard322,F,GENERAL PRACTICE,20 NORTH MAPLE STREET,HADLEY,MA,010359715,42.3615107,-72.55261320852942,52,0
afe0696d-8ace-3b8a-9527-fbe2ee9127b7,0ddb0329-b59d-3187-874c-602c649249c8,Eldon28 Cassin499,M,GENERAL PRACTICE,115 W SILVER ST,WESTFIELD,MA,010853678,42.1178811,-72.75935246865802,29,0
7d662f6a-ecfb-3188-a1a8-8b10fcb6867f,2cf06ddc-4c55-3c91-98f1-fb0188079c27,Alena861 Rolfson709,F,GENERAL PRACTICE,10 VETERANS MEMORIAL DRIVE,MILFORD,MA,017572900,42.14682295,-71.50153080894427,367,0
7da2f6c6-952e-3a1d-b9cf-457151156db9,02c936e2-3aee-38b2-88a4-81f3689b7bb7,Aaron697 Kohler843,M,GENERAL PRACTICE,120 FISHER AVENUE,BOSTON,MA,021203320,42.3276141,-71.1051603,295,0
e38db1a2-7060-397e-b1c7-3b9b653f07a2,5f7663da-4b19-3629-b8f2-fb07d75421d9,Buck819 Johnson679,M,GENERAL PRACTICE,42 ASBURY ST,SOUTH HAMILTON,MA,019821808,42.61322825,-70.87300675048934,641,0
573f0f0a-8185-3314-abaa-0a3af95a644a,609ec9f1-e806-3427-b912-9e3b2915521d,Cherrie404 Conn188,F,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,010406604,42.20105435,-72.628169560868,4,0
8f784756-6a31-3ae8-bdbd-9aed407a803a,5fa5e611-be3d-3ebb-8f71-124325f6005f,Isiah14 Nikolaus26,M,GENERAL PRACTICE,480 ROUTE 6A,EAST SANDWICH,MA,025371438,41.742172,-70.45251,386,0
2f22d2ae-8434-3bbd-a598-374e59924fa1,bff65303-97b4-3841-950a-1c9e9e735de0,Alline927 Schimmel440,F,GENERAL PRACTICE,100 AMITY ST,FALL RIVER,MA,027212202,41.6737661,-71.16934217317342,2,0
1dc90451-300b-3b59-ac4a-0a895893bf0d,bb3d48eb-0c30-34f4-8950-790fc984741b,Alane21 Frami345,F,GENERAL PRACTICE,1601 WASHINGTON STREET,BOSTON,MA,021181951,42.3381394,-71.0748562,166,0
815f850e-4d94-3e63-9ecc-20cc085b2541,bf556284-7513-3620-a10e-5393183a9a87,Tabatha105 Roob72,F,GENERAL PRACTICE,795 MIDDLE ST,FALL RIVER,MA,027211733,41.6924092,-71.16345107025307,827,0
2a747d97-bd6b-33b1-aeac-aa8ecdc07e82,9fd71acd-3535-353d-975f-ed7dbf5f9961,Denny560 Herzog843,M,GENERAL PRACTICE,250 GREEN ST,GARDNER,MA,01440,42.586896550000006,-71.98672640006858,135,0
cdc47db1-70d5-3cb1-a876-740f163e7d54,365eae93-6352-3d48-9a8d-dc9fa4b917be,Tyson541 Kertzmann286,M,GENERAL PRACTICE,32 HOSPITAL HILL RD,GARDNER,MA,014402302,42.572366450000004,-71.97690789055164,3,0
340601f2-ead1-3e53-98bb-7a95324a05c2,352fd476-d328-3a61-9f9b-d2c2fbb2a233,Annmarie79 Barton704,F,GENERAL PRACTICE,68 DEAN ST,TAUNTON,MA,027802713,41.904424750000004,-71.07901221565147,1,0
44b2e0d0-f8ae-38a3-801f-c299503a6c5a,2b84e56e-08b4-3078-b3ea-4d159208e065,Verda448 Bahringer146,F,GENERAL PRACTICE,1029 PLEASANT ST,BRIDGEWATER,MA,023242301,41.9718173,-71.00937893001648,968,0
ca30bce6-1b26-3fbf-ad4c-e4a0408113fa,05137a62-1a8f-34ff-8baf-a0c35c238ea0,Colleen54 Olson653,F,GENERAL PRACTICE,750  ATTUCKS LANE,HYANNIS,MA,026011950,41.676027500000004,-70.29727035,160,0
736d7110-2ae6-371f-ab6a-180fb2126b46,4ffa4412-1493-3beb-b8f0-6614dde953a4,Harland508 Ryan260,M,GENERAL PRACTICE,363 HIGHLAND AVENUE,WAREHAM,MA,025715011,41.745636,-70.658192,2342,0
999b62f7-e60a-3cc7-8671-a95a440b158e,ede4a423-6258-3ef5-b5ba-0fa6bb579563,María Cristina383 Ureña88,F,GENERAL PRACTICE,326 NICHOLS ROAD,FITCHBURG,MA,014205478,42.5974358,-71.80761197366103,236,0
d14201e7-b28c-361c-9710-b52764f35c9e,a14e698d-a9ba-3eae-9c8b-682ec726433d,Karla801 Cummerata161,F,GENERAL PRACTICE,776 WESTERN AVE,LYNN,MA,019052408,42.466763,-70.9494939,1748,0
429ef823-bc95-3d2a-a5c1-d121f319793d,69eae27b-7445-3652-bd34-b535abe0b011,Hong136 Schneider199,F,GENERAL PRACTICE,9 BICKNELL ST,QUINCY,MA,021696003,42.252227399999995,-70.96584679278924,1106,0
9d5f0b6c-b193-389a-aa47-2defe7c58ca3,dd9914b0-9491-3330-a890-d34e95e497ea,Assunta351 Haley279,F,GENERAL PRACTICE,1061 PLEASANT ST,NEW BEDFORD,MA,027406728,41.64280275,-70.92865004309593,507,0
2f850c84-3620-3397-87e4-9884ccd2a6ef,c3a898a1-c269-39b4-80d7-accb96a03bbc,Keith571 Friesen796,F,GENERAL PRACTICE,32 CHESTNUT ST,EAST LONGMEADOW,MA,010282803,42.0532618,-72.50214900582449,2,0
9e6f0835-d1d4-32bd-b9a8-de88d89d48b5,d4b9a3f0-210d-3e46-a2c7-e099658ac543,Lucina142 Moen819,F,GENERAL PRACTICE,7000 GREAT MEADOW ROAD,DEDHAM,MA,020264090,42.266408549999994,-71.19518435636284,36,0
9b5cfe09-6d62-3bfc-aa5a-b9f666cca267,7f26da64-69ab-3db4-b285-c48c9836a653,Frances376 Hansen121,F,GENERAL PRACTICE,500 WENTWORTH AVE,LOWELL,MA,018524937,42.631409,-71.283668,26,0
fa464abe-d823-3b68-a27e-7376c67ed8b1,a247ed53-5f17-3eb5-87be-1d2257fa1579,Kayleigh718 Weissnat378,F,GENERAL PRACTICE,44 KEYSTONE DR,LEOMINSTER,MA,014531904,42.55144955,-71.74402465363428,19,0
f6cb1dae-ea2d-3dc3-aabc-f1f9b249bdb4,4c1a8ea6-b690-3c28-a02e-ebd82190ee65,Hui924 Cronin387,F,GENERAL PRACTICE,885 WASHINGTON ST,BOSTON,MA,021111415,42.3479909,-71.064924,277,0
afa76c66-f512-32ec-a5ae-0afa0717ae44,a7147477-c4dd-3018-b921-2707d7e098ee,Blair400 Kreiger457,M,GENERAL PRACTICE,164 PARKINGWAY,QUINCY,MA,021695020,42.245070088637796,-71.00313070924581,3,0
80b53fa4-3eb1-3f26-9b38-25f6fcf1fb05,5ba6765a-f335-36b0-9c6a-6bb494c5330d,Clemente531 Schamberger479,M,GENERAL PRACTICE,31 OLD ROUTE 7,WESTWOOD,MA,020902333,42.2139873,-71.2244987,332,0
5dd8faa5-3554-30a8-9f31-c06cf2d7592d,75cadb72-dba4-368b-80c1-74577826a180,Beau391 Hudson301,M,GENERAL PRACTICE,379 MAIN ST,FITCHBURG,MA,014208006,42.582592889364584,-71.79757195441789,18,0
d0436995-322f-3d80-833f-48163e5b8b1b,b6eeaaf7-1683-3bcb-b6ee-81ce304636ef,Zachery872 Pagac496,M,GENERAL PRACTICE,170 GOVERNORS AVE,MELROSE,MA,021763225,42.4564323,-71.064182,18642,0
2143fc3d-cd97-391e-863b-1ef172923fde,1c42af32-f17e-32ec-b007-4ff8e2de493e,Ivette731 Wunsch504,F,GENERAL PRACTICE,235 NORTH PEARL STREET,STOUGHTON,MA,020723396,42.1004556,-71.0668392,1071,0
365285b5-8d28-33fb-848c-8daa5da06a23,ed5fc1f7-0ecb-3973-a5fc-89f80c6f5c9f,Maxine796 Homenick806,F,GENERAL PRACTICE,303 C HAVERHILL STREET,ROWLEY,MA,019692101,42.704962,-70.90837,55,0
fb90a197-8c7c-30b9-bc22-5c5e48a3a2be,65eda534-1bdc-3192-8d02-1c3764447790,Alonso270 Hand679,M,GENERAL PRACTICE,1244 BOYLSTON ST,CHESTNUT HILL,MA,024672115,42.3214927,-71.1711481,3707,0
1533972f-dc7d-3bba-af5b-1d3e68d6e6ab,14932db8-e179-331d-98ad-dc1c352cb6d3,Wm806 Barrows492,M,GENERAL PRACTICE,743 MAIN ST,MELROSE,MA,021762707,42.460108950000006,-71.06216841036309,10,0
51a9c821-01e4-3659-a4d3-6bbe5dfa1d03,d613e441-68e8-3502-8adb-3f770a1276bf,Colin861 Witting912,M,GENERAL PRACTICE,114 WATER ST,MILFORD,MA,017573007,42.13661855,-71.53474614336832,7616,0
